"","logFC","logCPM","F","PValue","FDR","gene_symbol"
"ENSG00000000419",-0.0171361405959416,4.38361071367718,0.00598224890339927,0.949199571588288,0.999596058344805,"DPM1"
"ENSG00000000457",-0.0358439566850006,5.54675276761725,0.137027855911688,0.830906600661589,0.999596058344805,"SCYL3"
"ENSG00000000460",-0.0810685365927965,4.25668597611374,0.188676025975926,0.773628728689682,0.999596058344805,"C1orf112"
"ENSG00000000938",-0.252159159452409,7.20002180369525,9.17424900933474,0.00655448837477168,0.116681193912961,"FGR"
"ENSG00000001036",0.201729152967014,4.46850716459198,0.962098259743727,0.559767637382809,0.999596058344805,"FUCA2"
"ENSG00000001084",-1.44361488043925,6.69740714567984,194.924297596713,1.38266943566512e-12,1.00368917517824e-09,"GCLC"
"ENSG00000001167",-0.162393767042544,6.12746872310545,1.29815804912523,0.266501957873739,0.999596058344805,"NFYA"
"ENSG00000001461",0.0870263856915659,6.35513059588474,0.912774406040451,0.505506379586599,0.999596058344805,"NIPAL3"
"ENSG00000001497",0.0684157223826122,6.0674916138159,0.42782568576441,0.649461884956811,0.999596058344805,"LAS1L"
"ENSG00000001561",0.00722293865453455,5.60926853611607,0.0015804247322539,0.968638479373192,0.999596058344805,"ENPP4"
"ENSG00000001629",-0.0766711436908814,6.7625152858544,0.830823901386732,0.495437661613996,0.999596058344805,"ANKIB1"
"ENSG00000001630",-0.419721276347583,5.46885721822951,9.97731829664936,0.00658643857926346,0.116847041805662,"CYP51A1"
"ENSG00000001631",-0.0704655579564801,6.3800350343165,0.12378949306608,0.728224973888297,0.999596058344805,"KRIT1"
"ENSG00000002016",0.00401106448401333,4.69736480790074,0.000953284787715047,0.986482736122071,0.999596058344805,"RAD52"
"ENSG00000002330",0.332905699742981,3.28333281436717,1.32366583431039,0.419945679168538,0.999596058344805,"BAD"
"ENSG00000002549",-0.254952917184998,5.55945605482753,4.07543597191808,0.23962216671132,0.999596058344805,"LAP3"
"ENSG00000002586",0.164008403182022,7.13303400383764,1.57480318905397,0.222353935372304,0.991708156682091,"CD99"
"ENSG00000002587",-0.205245121596086,2.71215108994716,0.146755025223195,0.823622414168792,0.999596058344805,"HS3ST1"
"ENSG00000002822",0.235944250578691,5.6974683175454,0.780692354925562,0.386247410346246,0.999596058344805,"MAD1L1"
"ENSG00000002834",-0.193067270174321,8.47229305954833,8.69001832787575,0.0073127726113777,0.12797352069911,"LASP1"
"ENSG00000002919",-0.0815000081760816,5.07218080308603,0.274511102458982,0.713311034045744,0.999596058344805,"SNX11"
"ENSG00000002933",-0.358480108638839,4.56637701926914,1.91992069570836,0.42195680640506,0.999596058344805,"TMEM176A"
"ENSG00000003056",0.0131302753028692,7.42415860119231,0.0257580732705759,0.888274021104124,0.999596058344805,"M6PR"
"ENSG00000003393",-0.194096030401122,6.10118010532872,5.23759026682999,0.168601304214336,0.931137891634476,"ALS2"
"ENSG00000003400",0.298832074316675,6.08492966201561,8.37450200274332,0.0710961159878958,0.657576060579458,"CASP10"
"ENSG00000003402",0.127100395687597,9.752489132014,4.80657363112299,0.0389403733351605,0.460958125218691,"CFLAR"
"ENSG00000003436",-1.41456450941852,2.75896007839692,48.2358848976918,0.000567246170110182,0.0153722223264767,"TFPI"
"ENSG00000003509",0.062773348995602,5.0498918530949,0.199264172726708,0.769603632079936,0.999596058344805,"NDUFAF7"
"ENSG00000003756",-0.0215470266084174,8.71286413120393,0.130572163109557,0.721201179224824,0.999596058344805,"RBM5"
"ENSG00000004059",-0.106636264867214,5.81880508374405,0.444368470904804,0.511780963198323,0.999596058344805,"ARF5"
"ENSG00000004139",0.185071916977078,6.22964782516117,2.58655198322052,0.166878401154796,0.929119311215099,"SARM1"
"ENSG00000004142",0.00104650667352592,5.21958374163972,5.94637406638729e-05,0.995972099865393,0.999596058344805,"POLDIP2"
"ENSG00000004399",-0.394793553110467,8.0480307280247,14.2219317362665,0.001016875358733,0.0251858901721968,"PLXND1"
"ENSG00000004455",0.235479793484868,6.61456983298356,7.28864396972324,0.0812583220736263,0.70385249614949,"AK2"
"ENSG00000004468",0.293121156299499,4.92557981416702,4.27643448361651,0.170358154628538,0.935113209218318,"CD38"
"ENSG00000004478",0.0437778804901789,5.70266000786249,0.0967081036396842,0.818037790741011,0.999596058344805,"FKBP4"
"ENSG00000004487",0.106133534589548,6.02656427878996,1.08540658780195,0.496100035789432,0.999596058344805,"KDM1A"
"ENSG00000004534",0.0363909122122978,8.15616028667909,0.219823741625599,0.643672708983342,0.999596058344805,"RBM6"
"ENSG00000004700",-0.0227606299992896,6.62789809897396,0.0559381406014309,0.841813393244267,0.999596058344805,"RECQL"
"ENSG00000004766",-0.0791205567256148,5.80471183436413,0.604865656786659,0.622759918323106,0.999596058344805,"VPS50"
"ENSG00000004777",0.213477159600656,4.02100934699607,1.5315066758035,0.479379164190564,0.999596058344805,"ARHGAP33"
"ENSG00000004779",-0.0115973526380002,3.89241701028276,0.00341949774668963,0.972580558216023,0.999596058344805,"NDUFAB1"
"ENSG00000004799",-1.64372336512849,3.55146462841014,25.2779489442347,0.000222402059024833,0.0073130613357688,"PDK4"
"ENSG00000004864",-0.0839663399534719,4.09121104706093,0.314468501770604,0.791776365903583,0.999596058344805,"SLC25A13"
"ENSG00000004866",-0.303738883415626,3.57078389013692,3.32066389025268,0.431723624296551,0.999596058344805,"ST7"
"ENSG00000004897",-0.176026010636083,6.48092128137543,1.22911182727143,0.279257724397604,0.999596058344805,"CDC27"
"ENSG00000004961",0.470014775684368,4.04845488876084,5.44377913655862,0.137906259595291,0.889530774226273,"HCCS"
"ENSG00000004975",-0.0420741153129498,5.57334928195362,0.113174846123582,0.810465785379965,0.999596058344805,"DVL2"
"ENSG00000005007",0.0579554393987346,7.49379914510713,0.174250956284729,0.680306528985793,0.999596058344805,"UPF1"
"ENSG00000005020",-0.171907713763007,6.27910491239524,1.10157058801637,0.305034170921784,0.999596058344805,"SKAP2"
"ENSG00000005022",0.0568073777221335,6.42129320854489,0.228691478679244,0.681863958708528,0.999596058344805,"SLC25A5"
