"","logFC","logCPM","F","PValue","FDR","gene_symbol"
"ENSG00000000419",0.527248181227455,4.38361071367718,5.91015545822835,0.0452085930096178,0.207641780615793,"DPM1"
"ENSG00000000457",-0.089445196000891,5.54675276761725,0.675777686476314,0.635515679597517,0.924116649451006,"SCYL3"
"ENSG00000000460",-0.0323929902026845,4.25668597611374,0.0374079767274721,0.898069412045354,0.982595996598357,"C1orf112"
"ENSG00000000938",0.28101504768075,7.20002180369525,8.13272454467724,0.0181383261427883,0.103468628411209,"FGR"
"ENSG00000001036",0.08963467124686,4.46850716459198,0.542871240738692,0.660999264236721,0.933499849985521,"FUCA2"
"ENSG00000001084",-0.542196515923518,6.69740714567984,18.7811782893935,0.000254260070178955,0.00276049971040768,"GCLC"
"ENSG00000001167",-0.16027481652566,6.12746872310545,1.45240045565613,0.240631278973522,0.634021210986364,"NFYA"
"ENSG00000001461",-0.146916064047858,6.35513059588474,1.93974601338885,0.336606305222787,0.742143946492693,"NIPAL3"
"ENSG00000001497",-0.108020049538422,6.0674916138159,1.14817534385431,0.45642453076014,0.835475970490391,"LAS1L"
"ENSG00000001561",-0.165680079282594,5.60926853611607,0.579863895858037,0.45425178676371,0.833973906941126,"ENPP4"
"ENSG00000001629",0.077712569254289,6.7625152858544,0.779674677853689,0.513941703928507,0.872033877848036,"ANKIB1"
"ENSG00000001630",-0.212119849714166,5.46885721822951,1.55696644928924,0.283663396984952,0.689116539792132,"CYP51A1"
"ENSG00000001631",-0.237375278639498,6.3800350343165,1.53378715218817,0.228275739755028,0.618134543134188,"KRIT1"
"ENSG00000002016",-0.0580765531583367,4.69736480790074,0.202108620649255,0.805151298267213,0.967382476435437,"RAD52"
"ENSG00000002330",-0.22536606129837,3.28333281436717,0.491092360149275,0.623274141014458,0.918279673507924,"BAD"
"ENSG00000002549",-1.29303964606359,5.55945605482753,235.541745751425,1.98711187457477e-13,1.95399334333186e-11,"LAP3"
"ENSG00000002586",0.198343892364737,7.13303400383764,2.29930041542521,0.143318425467688,0.472616653770003,"CD99"
"ENSG00000002587",-1.64382702104897,2.71215108994716,32.132044143022,0.000970974990965788,0.00891932098017951,"HS3ST1"
"ENSG00000002822",-0.687496426630378,5.6974683175454,7.37848964168488,0.012438249375481,0.0763525117727951,"MAD1L1"
"ENSG00000002834",-0.0206795101619013,8.47229305954833,0.0950379402473221,0.760695713713553,0.961109060706368,"LASP1"
"ENSG00000002919",-0.437647266321006,5.07218080308603,9.8873330964939,0.0273973341276001,0.14220811659514,"SNX11"
"ENSG00000002933",-1.50308305836705,4.56637701926914,182.590020709923,2.68012598795598e-12,1.97659291611754e-10,"TMEM176A"
"ENSG00000003056",0.182473316892068,7.42415860119231,5.66244627875339,0.0285876233274834,0.146849358634958,"M6PR"
"ENSG00000003393",-0.105479522506225,6.10118010532872,1.59659188292287,0.447142355107644,0.829258404600499,"ALS2"
"ENSG00000003400",-0.129492021021773,6.08492966201561,2.25437855429485,0.348534515966443,0.755726256481844,"CASP10"
"ENSG00000003402",0.446835181041958,9.752489132014,57.9844703009635,1.12292855279853e-07,2.62907875456798e-06,"CFLAR"
"ENSG00000003436",0.891406362725914,2.75896007839692,4.41331259383063,0.297300845922061,0.703559760290003,"TFPI"
"ENSG00000003509",-0.0764624938197248,5.0498918530949,0.326808268697216,0.707547362438928,0.94605368002874,"NDUFAF7"
"ENSG00000003756",-0.123015253975569,8.71286413120393,4.13169492025677,0.054019362346915,0.237643764904942,"RBM5"
"ENSG00000004059",-0.166503426773208,5.81880508374405,0.895589526538729,0.353992623881803,0.759869821534224,"ARF5"
"ENSG00000004139",-0.0359528683794427,6.22964782516117,0.0839500792805153,0.803869139587992,0.967204643454863,"SARM1"
"ENSG00000004142",0.0995552399333241,5.21958374163972,0.673469021089373,0.590957055317676,0.905459926236195,"POLDIP2"
"ENSG00000004399",-0.913239822838565,8.0480307280247,96.8177789983965,1.25678346783644e-09,4.50565600882334e-08,"PLXND1"
"ENSG00000004455",-0.0510233582433521,6.61456983298356,0.471322745992522,0.648024318086676,0.927995989493055,"AK2"
"ENSG00000004468",-0.517206393916917,4.92557981416702,6.73249975156163,0.0856083458863491,0.332420523233003,"CD38"
"ENSG00000004478",0.405585775366047,5.70266000786249,12.5388249791369,0.00873439213083263,0.056952363969375,"FKBP4"
"ENSG00000004487",-0.00193201279591812,6.02656427878996,0.000437349029107743,0.989093864955359,0.996974932224513,"KDM1A"
"ENSG00000004534",-0.151363296557682,8.15616028667909,3.58621619977437,0.0711535091001698,0.292460183701932,"RBM6"
"ENSG00000004700",0.0459535068717767,6.62789809897396,0.206319589584146,0.704257184430275,0.94464307133359,"RECQL"
"ENSG00000004766",-0.415953743613286,5.80471183436413,17.0168463970619,0.00906819060889185,0.0588571691912721,"VPS50"
"ENSG00000004777",-0.294363956667329,4.02100934699607,2.3882747673209,0.377160548824157,0.779772260033925,"ARHGAP33"
"ENSG00000004779",0.0642668886348888,3.89241701028276,0.135532123982606,0.828652008682584,0.972308379161162,"NDUFAB1"
"ENSG00000004799",-0.656479228384947,3.55146462841014,7.93162177889515,0.0385654087621238,0.18477394221296,"PDK4"
"ENSG00000004864",0.0553630086259404,4.09121104706093,0.193589305807642,0.835855926325158,0.97439453983372,"SLC25A13"
"ENSG00000004866",-0.0329280439043587,3.57078389013692,0.0453754771576386,0.926765341215853,0.986320611675797,"ST7"
"ENSG00000004897",-0.190166792730988,6.48092128137543,1.44089487868646,0.242446204309702,0.636961083841647,"CDC27"
"ENSG00000004961",0.429830212213799,4.04845488876084,5.64150427452173,0.130895373735454,0.447214696959672,"HCCS"
"ENSG00000004975",-0.0683096281801079,5.57334928195362,0.319490161668729,0.686942676663927,0.941299909559861,"DVL2"
"ENSG00000005007",0.0397112719503354,7.49379914510713,0.07569179840199,0.785726615346036,0.965903953262034,"UPF1"
"ENSG00000005020",-0.33895626326432,6.27910491239524,6.91240028975386,0.0151348080880923,0.0894751820660626,"SKAP2"
"ENSG00000005022",0.867769727825699,6.42129320854489,69.3895511418785,2.46805452285725e-08,6.72365777005307e-07,"SLC25A5"
"ENSG00000005059",-0.268544259834871,5.69982254290658,3.89670061164505,0.0945389893867647,0.356855219187508,"MCUB"
"ENSG00000005075",-0.0945216913231298,3.9158401607621,0.163946915675041,0.765018125799278,0.962880961720697,"POLR2J"
"ENSG00000005100",0.0283298826902042,5.19252913927661,0.0734958141872954,0.886772100569233,0.981037913509657,"DHX33"
"ENSG00000005156",-0.0579836059868811,6.10697075024516,0.558986894508875,0.692272270260463,0.942969814042121,"LIG3"
"ENSG00000005175",-0.220240338537136,5.40649350343361,2.0381027479344,0.23095627796656,0.621095480328587,"RPAP3"
"ENSG00000005187",0.827364786019296,3.91318923740766,9.91206135047206,0.017104799657634,0.098644112017278,"ACSM3"
"ENSG00000005194",0.287703616377476,4.77955124389138,2.92929976158394,0.24137167004762,0.635336633482997,"CIAPIN1"
"ENSG00000005206",0.320668312038441,6.39314796531756,2.23952436797868,0.148380615542702,0.482681113887333,"SPPL2B"
"ENSG00000005238",0.734425040267445,5.13804794100183,30.249263142857,0.000405406442764494,0.00414848515514708,"FAM214B"
"ENSG00000005249",0.202396724013672,3.46357960003781,0.278675466921546,0.725532734158133,0.95022401443561,"PRKAR2B"
"ENSG00000005302",0.293202048415532,7.47997098413266,10.9982988301132,0.00306361107450779,0.023819114717088,"MSL3"
