target_id	length	eff_length	est_counts	tpm
	427	328	0	0
	402	303	0	0
	415	316	0	0
	412	313	0	0
	439	340	0	0
	432	333	0	0
	353	254	0	0
	353	254	0	0
	473	374	0	0
	430	331	0	0
	398	299	1	0.139331
	379	280	41	6.10023
	390	291	0	0
	349	250	0	0
	429	330	0	0
	349	250	0	0
	417	318	0	0
	602	503	0	0
	461	362	12	1.381
	385	286	0	0
	382	283	0	0
	324	225	0	0
	439	340	0	0
	657	558	0	0
	427	328	0	0
	382	283	0	0
	411	312	0	0
	368	269	0	0
	397	298	0	0
	417	318	0	0
	353	254	0	0
	374	275	0	0
	359	260	0	0
	434	335	0	0
	358	259	0	0
	391	292	0	0
	413	314	0	0
	393	294	0	0
	517	418	2	0.199331
	367	268	0	0
	378	279	0	0
	385	286	0	0
	397	298	0	0
	407	308	0	0
	369	270	0	0
	405	306	0	0
	389	290	2	0.287311
	419	320	0	0
	381	282	0	0
	362	263	0	0
	407	308	0	0
	353	254	0	0
	353	254	0	0
	400	301	0	0
	385	286	0	0
	409	310	0	0
	408	309	0	0
	532	433	0	0
	380	281	0	0
	445	346	0	0
	398	299	0	0
	409	310	0	0
	392	293	0	0
	398	299	0	0
	442	343	0	0
	378	279	0	0
	378	279	0	0
	400	301	0	0
	406	307	0	0
	390	291	0	0
	382	283	0	0
	390	291	0	0
	390	291	0	0
	324	225	0	0
	382	283	0	0
	398	299	0	0
	398	299	0	0
	312	213	0	0
	314	215	0	0
	59	60	0	0
	60	61	0	0
	60	61	0	0
	57	58	0	0
	57	58	0	0
	62	63	0	0
	63	1	0	0
	62	63	0	0
	66	1	0	0
	69	1	0	0
	60	61	0	0
	49	50	0	0
	51	52	0	0
	50	51	0	0
	48	49	0	0
	50	51	0	0
	55	56	0	0
	63	1	0	0
	60	61	0	0
	66	1	0	0
	57	58	0	0
	66	1	0	0
	63	1	0	0
	57	58	0	0
	56	57	0	0
	61	62	0	0
	60	61	0	0
	63	1	0	0
	48	49	0	0
	63	1	0	0
	63	1	0	0
	54	55	0	0
	63	1	0	0
	66	1	0	0
	63	1	0	0
	48	49	0	0
	48	49	0	0
	47	48	0	0
	50	51	0	0
	53	54	0	0
	62	63	0	0
	54	55	0	0
	46	47	0	0
	47	48	0	0
	48	49	0	0
	50	51	0	0
	53	54	0	0
	59	60	0	0
	63	1	0	0
	60	61	0	0
	60	61	0	0
	66	1	0	0
	49	50	0	0
	62	63	0	0
	61	62	0	0
	66	1	0	0
	53	54	0	0
	57	58	0	0
	63	1	0	0
	51	52	0	0
	66	1	0	0
	52	53	0	0
	65	1	0	0
	63	1	0	0
	59	60	0	0
	54	55	0	0
	60	61	0	0
	64	1	0	0
	63	1	0	0
	60	61	0	0
	60	61	0	0
	48	49	0	0
	50	51	0	0
	51	52	0	0
	50	51	0	0
	62	63	0	0
	60	61	0	0
	58	59	0	0
	59	60	0	0
	58	59	0	0
	62	63	0	0
	53	54	0	0
	50	51	0	0
	46	47	0	0
	51	52	0	0
	48	49	0	0
	51	52	0	0
	50	51	0	0
	50	51	0	0
	61	62	0	0
	60	61	0	0
	60	61	0	0
	50	51	0	0
	5157	5058	0	0
	5898	5799	8.03691e-05	5.77373e-07
	5279	5180	32.9783	0.265227
	498	399	0	0
	3421	3322	0	0
	3250	3151	0	0
	2175	2076	16.4109	0.329326
	842	743	125.472	7.03526
	676	577	0	0
	314	215	2.49763	0.48396
	1115	1016	0	0
	2664	2565	0	0
	2622	2523	0	0
	2577	2478	0	0
	2457	2358	0	0
	2491	2392	0	0
	2371	2272	0	0
	2297	2198	0	0
	1915	1816	0	0
	2421	2322	0	0
	219	120	0	0
	2268	2169	0	0
	2210	2111	0.359692	0.00709844
	1205	1106	21.3332	0.803564
	711	612	1755.16	119.477
	476	377	840.554	92.8848
	2269	2170	9.27598	0.178082
	2183	2084	0.000486069	9.71673e-06
	1468	1369	12.9538	0.394198
	1015	916	0	0
	922	823	0	0
	575	476	0.131421	0.0115021
	654	555	0	0
	608	509	0	0
	956	857	105146	5111.32
	1042	943	76748.1	3390.6
	1542	1443	336064	9702.33
	684	585	127704	9094.28
	207	108	22316.4	8608.37
	681	582	126622	9063.7
	784	685	166001	10095.8
	346	247	18761	3164.31
	297	198	23186.9	4878.63
	1378	1279	226908	7390.93
	1931	1832	10.1778	0.231445
	1812	1713	72149.2	1754.67
	525	426	32308.7	3159.59
	1141	1042	82076.9	3281.51
	2404	2305	0	0
	353	254	123.902	20.3219
	891	792	23785.8	1251.16
	947	848	7.77188	0.381813
	1164	1065	251.239	9.82783
	1057	958	22.3828	0.973349
	941	842	22.1362	1.09525
	743	644	47.2829	3.05871
	680	581	80.7927	5.79317
	966	867	25.1276	1.2074
	374	275	30.652	4.6435
	7230	7131	0	0
	6990	6891	0	0
	6757	6658	0	0
	1636	1537	0	0
	4064	3965	0	0
	3609	3510	0	0
	353	254	123.902	20.3219
	2598	2499	0	0
	2471	2372	0	0
	2392	2293	0	0
	2061	1962	0.298036	0.00632835
	2049	1950	1.43232	0.0306004
	2016	1917	0	0
	1547	1448	6.39697e-07	1.84046e-08
	1358	1259	0	0
	3542	3443	0	0
	3573	3474	0	0
	3507	3408	0	0
	3504	3405	0	0
	2297	2198	0	0
	1915	1816	0	0
	2421	2322	0	0
	414	315	0	0
	2269	2170	9.27598	0.178082
	2183	2084	0.000486069	9.71673e-06
	4447	4348	667.702	6.39755
	935	836	94.6869	4.7185
	443	344	3.19516	0.386949
	1281	1182	16.5097	0.58189
	653	554	0	0
	1225	1126	0	0
	844	745	0	0
	576	477	0	0
	3593	3494	2	0.0238466
	427	328	0	0
	1859	1760	374.531	8.86535
	549	450	13.0183	1.20521
	223	124	0	0
	607	508	0	0
	595	496	9.45024	0.793745
	1604	1505	0	0
	14877	14778	43.5209	0.122688
	1972	1873	586.692	13.0495
	2978	2879	77.7206	1.12464
	552	453	20.7385	1.90722
	359	260	0	0
	1182	1083	661.562	25.4485
	1153	1054	3.43779	0.135881
	2952	2853	0	0
	2025	1926	0	0
	2120	2021	3	0.0618408
	3519	3420	0	0
	1049	950	1	0.0438527
	5934	5835	6.56771	0.0468914
	936	837	0	0
	3309	3210	0	0
	3598	3499	107.387	1.27859
	858	759	11.6626	0.640139
	2940	2841	870.95	12.7715
	3863	3764	224.305	2.48261
	1496	1397	805.665	24.0258
	721	622	67.2749	4.50592
	788	689	69.415	4.19715
	512	413	8.83931	0.891638
	1319	1220	12.646	0.431831
	569	470	0	0
	848	749	126.6	7.04162
	2137	2038	149.941	3.06503
	961	862	0	0
	1702	1603	34.5295	0.897382
	586	487	34.6077	2.96049
	468	369	22.3008	2.51776
	1177	1078	168.084	6.49574
	1686	1587	178.828	4.69438
	1740	1641	49.539	1.25765
	816	717	0	0
	963	864	75.9136	3.66038
	965	866	3.96426e-08	1.90706e-09
	816	717	76.4091	4.43963
	813	714	0	0
	2471	2372	24.2379	0.425697
	904	805	15.0682	0.779805
	664	565	0	0
	1056	957	85.3379	3.71493
	473	374	1.67628	0.186722
	892	793	0	0
	1165	1066	49.7267	1.94336
	514	415	47.9655	4.81505
	734	635	13.1703	0.864055
	1193	1094	95.3563	3.63122
	728	629	5.54932	0.367544
	784	685	45.0541	2.74008
	4957	4858	175.025	1.50094
	517	418	14.1439	1.40965
	630	531	0	0
	1030	931	21.727	0.972234
	524	425	0	0
	2661	2562	38.7457	0.630034
	725	626	0.921093	0.0612984
	1052	953	11.8392	0.517548
	959	860	0	0
	873	774	0	0
	482	383	0	0
	517	418	4.22056	0.420644
	508	409	0	0
	6200	6101	0	0
	6158	6059	0	0
	2924	2825	0	0
	1718	1619	0	0
	786	687	0	0
	475	376	0	0
	552	453	0	0
	1681	1582	6.02314	0.158612
	2136	2037	28.0759	0.574199
	1989	1890	0	0
	482	383	0	0
	793	694	0.357737	0.0214746
	649	550	0	0
	555	456	1	0.0913599
	5567	5468	1.8594e-08	1.41666e-10
	625	526	7.20013	0.570263
	3341	3242	0	0
	580	481	5.92124	0.512847
	729	630	1.98894	0.131523
	579	480	0	0
	584	485	0	0
	488	389	0	0
	5479	5380	68.8897	0.533448
	3382	3283	370.542	4.70205
	3371	3272	1868.24	23.787
	4457	4358	228.703	2.18627
	815	716	152.621	8.88015
	2717	2618	0.0546411	0.0008695
	889	790	9.79621	0.516596
	2147	2048	0	0
	786	687	109.756	6.65568
	775	676	64.2891	3.96197
	803	704	0	0
	1433	1334	0	0
	800	701	0	0
	581	482	0	0
	626	527	0	0
	1260	1161	0	0
	787	688	0	0
	1462	1363	0	0
	846	747	0	0
	333	234	2.84772e-06	5.06993e-07
	845	746	0	0
	738	639	0	0
	1368	1269	0	0
	477	378	0	0
	754	655	0	0
	1814	1715	0	0
	929	830	0	0
	4029	3930	47.5226	0.503765
	1872	1773	0.000252419	5.93108e-06
	581	482	0	0
	544	445	0	0
	677	578	0	0
	557	458	6.46174	0.587766
	746	647	2.47804	0.15956
	564	465	0	0
	549	450	2.94295	0.272452
	904	805	0	0
	2237	2138	11.3494	0.22115
	2696	2597	33.9898	0.545251
	576	477	0	0
	586	487	0	0
	2395	2296	42.3155	0.7678
	2825	2726	22.9397	0.350576
	1712	1613	10.8079	0.279144
	424	325	0	0
	730	631	0	0
	927	828	0	0
	2631	2532	412.443	6.7861
	568	469	513.44	45.6076
	1005	906	530.423	24.3901
	2290	2191	244.367	4.64644
	2616	2517	360.241	5.96253
	2650	2551	0	0
	476	377	0	0
	1691	1592	0	0
	2412	2313	0	0
