target_id	length	eff_length	est_counts	tpm
	427	328	0	0
	402	303	0	0
	415	316	0	0
	412	313	0	0
	439	340	0	0
	432	333	0	0
	353	254	0	0
	353	254	0	0
	473	374	0	0
	430	331	0	0
	398	299	0	0
	379	280	52	7.24848
	390	291	0	0
	349	250	0	0
	429	330	0	0
	349	250	0	0
	417	318	0	0
	602	503	0	0
	461	362	12	1.29382
	385	286	0	0
	382	283	0	0
	324	225	0	0
	439	340	0	0
	657	558	0	0
	427	328	0	0
	382	283	0	0
	411	312	0	0
	368	269	0	0
	397	298	0	0
	417	318	0	0
	353	254	0	0
	374	275	0	0
	359	260	0	0
	434	335	0	0
	358	259	0	0
	391	292	0	0
	413	314	0	0
	393	294	0	0
	517	418	1	0.0933738
	367	268	0	0
	378	279	0	0
	385	286	0	0
	397	298	0	0
	407	308	0	0
	369	270	0	0
	405	306	0	0
	389	290	0	0
	419	320	0	0
	381	282	0	0
	362	263	0	0
	407	308	0	0
	353	254	0	0
	353	254	0	0
	400	301	0	0
	385	286	0	0
	409	310	0	0
	408	309	0	0
	532	433	0	0
	380	281	0	0
	445	346	0	0
	398	299	0	0
	409	310	0	0
	392	293	0	0
	398	299	0	0
	442	343	0	0
	378	279	0	0
	378	279	0	0
	400	301	0	0
	406	307	0	0
	390	291	0	0
	382	283	0	0
	390	291	0	0
	390	291	0	0
	324	225	0	0
	382	283	0	0
	398	299	0	0
	398	299	0	0
	312	213	0	0
	314	215	0	0
	59	60	0	0
	60	61	0	0
	60	61	0	0
	57	58	0	0
	57	58	0	0
	62	63	0	0
	63	1	0	0
	62	63	0	0
	66	1	0	0
	69	1	0	0
	60	61	0	0
	49	50	0	0
	51	52	0	0
	50	51	0	0
	48	49	0	0
	50	51	0	0
	55	56	0	0
	63	1	0	0
	60	61	0	0
	66	1	0	0
	57	58	0	0
	66	1	0	0
	63	1	0	0
	57	58	0	0
	56	57	0	0
	61	62	0	0
	60	61	0	0
	63	1	0	0
	48	49	0	0
	63	1	0	0
	63	1	0	0
	54	55	0	0
	63	1	0	0
	66	1	0	0
	63	1	0	0
	48	49	0	0
	48	49	0	0
	47	48	0	0
	50	51	0	0
	53	54	0	0
	62	63	0	0
	54	55	0	0
	46	47	0	0
	47	48	0	0
	48	49	0	0
	50	51	0	0
	53	54	0	0
	59	60	0	0
	63	1	0	0
	60	61	0	0
	60	61	0	0
	66	1	0	0
	49	50	0	0
	62	63	0	0
	61	62	0	0
	66	1	0	0
	53	54	0	0
	57	58	0	0
	63	1	0	0
	51	52	0	0
	66	1	0	0
	52	53	0	0
	65	1	0	0
	63	1	0	0
	59	60	0	0
	54	55	0	0
	60	61	0	0
	64	1	0	0
	63	1	0	0
	60	61	0	0
	60	61	0	0
	48	49	0	0
	50	51	0	0
	51	52	0	0
	50	51	0	0
	62	63	0	0
	60	61	0	0
	58	59	0	0
	59	60	0	0
	58	59	0	0
	62	63	0	0
	53	54	0	0
	50	51	0	0
	46	47	0	0
	51	52	0	0
	48	49	0	0
	51	52	0	0
	50	51	0	0
	50	51	0	0
	61	62	0	0
	60	61	0	0
	60	61	0	0
	50	51	0	0
	5157	5058	0	0
	5898	5799	0.000477644	3.21479e-06
	5279	5180	77.2794	0.582284
	498	399	0	0
	3421	3322	0	0
	3250	3151	0	0
	2175	2076	29.513	0.554866
	842	743	112.195	5.89366
	676	577	4.728	0.319818
	314	215	0	0
	1115	1016	0	0
	2664	2565	0	0
	2622	2523	0	0
	2577	2478	0	0
	2457	2358	0	0
	2491	2392	0	0
	2371	2272	0	0
	2297	2198	0	0
	1915	1816	0	0
	2421	2322	0	0
	219	120	0	0
	2268	2169	1.34484	0.0241999
	2210	2111	0	0
	1205	1106	26.9556	0.951251
	711	612	2033.02	129.656
	476	377	824.858	85.3963
	2269	2170	10.8642	0.195407
	2183	2084	16.7469	0.313644
	1468	1369	20.6078	0.587529
	1015	916	0	0
	922	823	0	0
	575	476	0	0
	654	555	0.219454	0.0154331
	608	509	0	0
	956	857	114015	5192.56
	1042	943	79271.4	3281
	1542	1443	342753	9270.79
	684	585	133998	8940.15
	207	108	22646.7	8184.32
	681	582	131413	8812.83
	784	685	170518	9715.84
	346	247	20436	3229.24
	297	198	23684.9	4668.82
	1378	1279	241383	7366.08
	1931	1832	6.78519	0.144556
	1812	1713	82599.8	1882.01
	525	426	40617.7	3721.41
	1141	1042	82050.9	3073.38
	2404	2305	8.5903	0.145458
	353	254	128.422	19.7337
	891	792	27037.3	1332.42
	947	848	16.2787	0.749248
	1164	1065	269.262	9.86793
	1057	958	12.1764	0.496083
	941	842	54.9577	2.54752
	743	644	39.7701	2.4103
	680	581	78.7131	5.28776
	966	867	34.419	1.54946
	374	275	31.4297	4.46077
	7230	7131	0	0
	6990	6891	0	0
	6757	6658	2.30046	0.0134856
	1636	1537	0	0
	4064	3965	0	0
	3609	3510	0	0
	353	254	128.422	19.7337
	2598	2499	0	0
	2471	2372	0	0
	2392	2293	0	0
	2061	1962	0.000470999	9.36963e-06
	2049	1950	12.6717	0.253631
	2016	1917	0.0400512	0.000815444
	1547	1448	0	0
	1358	1259	0	0
	3542	3443	2.75162e-07	3.11927e-09
	3573	3474	0	0
	3507	3408	0	0
	3504	3405	0	0
	2297	2198	0	0
	1915	1816	0	0
	2421	2322	0	0
	414	315	0	0
	2269	2170	10.8642	0.195407
	2183	2084	16.7469	0.313644
	4447	4348	718.653	6.45106
	935	836	87.2807	4.07487
	443	344	0	0
	1281	1182	18.6759	0.616688
	653	554	0	0
	1225	1126	0	0
	844	745	0	0
	576	477	0	0
	3593	3494	1	0.0111707
	427	328	0	0
	1859	1760	481.218	10.6716
	549	450	43.9103	3.80851
	223	124	2.48783	0.783068
	607	508	0	0
	595	496	39.3841	3.09913
	1604	1505	0	0
	14877	14778	30.3891	0.0802608
	1972	1873	545.919	11.3761
	2978	2879	80.7679	1.09496
	552	453	10.7372	0.92511
	359	260	0	0
	1182	1083	593.755	21.3984
	1153	1054	3.24455	0.120148
	2952	2853	1.71454	0.0234557
	2025	1926	0	0
	2120	2021	0.285457	0.00551284
	3519	3420	0	0
	1049	950	0	0
	5934	5835	21.0188	0.140595
	936	837	0	0
	3309	3210	0	0
	3598	3499	189.52	2.11404
	858	759	6.72763	0.345957
	2940	2841	756.245	10.3895
	3863	3764	219.703	2.27818
	1496	1397	882.819	24.6647
	721	622	33.4344	2.098
	788	689	32.508	1.8415
	512	413	0.00212989	0.000201283
	1319	1220	7.94327	0.254121
	569	470	15.3445	1.27426
	848	749	134.688	7.01858
	2137	2038	121.824	2.33307
	961	862	0	0
	1702	1603	61.395	1.49486
	586	487	71.7742	5.75229
	468	369	28.3353	2.99711
	1177	1078	184.23	6.67025
	1686	1587	0	0
	1740	1641	215.86	5.13412
	816	717	0	0
	963	864	145.441	6.57016
	965	866	9.31716	0.41992
	816	717	38.1899	2.07888
	813	714	0	0
	2471	2372	66.4303	1.09308
	904	805	22.9044	1.11051
	664	565	0	0
	1056	957	107.594	4.38811
	473	374	26.6495	2.78111
	892	793	0	0
	1165	1066	113.744	4.16459
	514	415	63.3749	5.96033
	734	635	0	0
	1193	1094	106.927	3.81481
	728	629	10.8788	0.675044
	784	685	63.5136	3.61891
	4957	4858	220.368	1.77049
	517	418	10.8048	1.00889
	630	531	0	0
	1030	931	21.2219	0.889686
	524	425	0	0
	2661	2562	50.959	0.776324
	725	626	13.5715	0.846165
	1052	953	24.7563	1.0139
	959	860	9.78256	0.443972
	873	774	11.2096	0.565265
	482	383	0	0
	517	418	0	0
	508	409	0	0
	6200	6101	0	0
	6158	6059	0	0
	2924	2825	0	0
	1718	1619	0	0
	786	687	0	0
	475	376	0	0
	552	453	0	0
	1681	1582	0	0
	2136	2037	30.7157	0.588532
	1989	1890	0	0
	482	383	0.768489	0.0783141
	793	694	2.23151	0.125499
	649	550	4	0.283856
	555	456	0	0
	5567	5468	62.0714	0.443062
	625	526	11.3379	0.841297
	3341	3242	0	0
	580	481	7.53156	0.611141
	729	630	2.39663	0.148478
	579	480	0	0
	584	485	0	0
	488	389	0	0
	5479	5380	21.6625	0.157155
	3382	3283	265.704	3.15885
	3371	3272	1652	19.706
	4457	4358	293.593	2.62942
	815	716	180.463	9.8373
	2717	2618	0	0
	889	790	4.75844e-06	2.35093e-07
	2147	2048	0	0
	786	687	138.888	7.89057
	775	676	3.22285e-06	1.86078e-07
	803	704	0	0
	1433	1334	0	0
	800	701	0	0
	581	482	0	0
	626	527	0	0
	1260	1161	0	0
	787	688	0	0
	1462	1363	0	0
	846	747	0	0
	333	234	0	0
	845	746	0	0
	738	639	0	0
	1368	1269	0	0
	477	378	0.226269	0.0233634
	754	655	0	0
	1814	1715	0	0
	929	830	0	0
	4029	3930	54.4814	0.541075
	1872	1773	0	0
	581	482	5.40248	0.43747
	544	445	1.67037	0.146505
	677	578	8.13531	0.549348
	557	458	1.60252	0.136565
	746	647	2.87183	0.173243
	564	465	7.51379	0.630678
	549	450	0	0
	904	805	0.0807492	0.00391511
	2237	2138	14.5654	0.265898
	2696	2597	1.10618e-06	1.66248e-08
	576	477	0	0
	586	487	0	0
	2395	2296	91.9208	1.56258
	2825	2726	31.2515	0.447452
	1712	1613	15.6865	0.379572
	424	325	2.81864	0.338499
	730	631	0	0
	927	828	0	0
	2631	2532	365.831	5.6392
	568	469	513.304	42.7172
	1005	906	655.76	28.25
	2290	2191	187.456	3.33933
	2616	2517	679.595	10.5382
	2650	2551	1	0.0153
	476	377	0	0
	1691	1592	0	0
