target_id	length	eff_length	est_counts	tpm
	427	328	0	0
	402	303	0	0
	415	316	0	0
	412	313	0	0
	439	340	0	0
	432	333	0	0
	353	254	0	0
	353	254	0	0
	473	374	0	0
	430	331	0	0
	398	299	1	0.167808
	379	280	31	5.55504
	390	291	0	0
	349	250	0	0
	429	330	0	0
	349	250	0	0
	417	318	0	0
	602	503	0	0
	461	362	11	1.52464
	385	286	0	0
	382	283	0	0
	324	225	0	0
	439	340	0	0
	657	558	0	0
	427	328	0	0
	382	283	0	0
	411	312	0	0
	368	269	0	0
	397	298	0	0
	417	318	0	0
	353	254	0	0
	374	275	0	0
	359	260	0	0
	434	335	0	0
	358	259	0	0
	391	292	0	0
	413	314	0	0
	393	294	0	0
	517	418	0	0
	367	268	0	0
	378	279	0	0
	385	286	0	0
	397	298	0	0
	407	308	0	0
	369	270	0	0
	405	306	0	0
	389	290	1	0.173016
	419	320	0	0
	381	282	0	0
	362	263	0	0
	407	308	0	0
	353	254	0	0
	353	254	0	0
	400	301	0	0
	385	286	0	0
	409	310	0	0
	408	309	0	0
	532	433	0	0
	380	281	0	0
	445	346	0	0
	398	299	0	0
	409	310	0	0
	392	293	0	0
	398	299	0	0
	442	343	0	0
	378	279	0	0
	378	279	0	0
	400	301	0	0
	406	307	0	0
	390	291	0	0
	382	283	0	0
	390	291	0	0
	390	291	0	0
	324	225	0	0
	382	283	0	0
	398	299	0	0
	398	299	0	0
	312	213	0	0
	314	215	0	0
	59	60	0	0
	60	61	0	0
	60	61	0	0
	57	58	0	0
	57	58	0	0
	62	63	0	0
	63	1	0	0
	62	63	0	0
	66	1	0	0
	69	1	0	0
	60	61	0	0
	49	50	0	0
	51	52	0	0
	50	51	0	0
	48	49	0	0
	50	51	0	0
	55	56	0	0
	63	1	0	0
	60	61	0	0
	66	1	0	0
	57	58	0	0
	66	1	0	0
	63	1	0	0
	57	58	0	0
	56	57	0	0
	61	62	0	0
	60	61	0	0
	63	1	0	0
	48	49	0	0
	63	1	0	0
	63	1	0	0
	54	55	0	0
	63	1	0	0
	66	1	0	0
	63	1	0	0
	48	49	0	0
	48	49	0	0
	47	48	0	0
	50	51	0	0
	53	54	0	0
	62	63	0	0
	54	55	0	0
	46	47	0	0
	47	48	0	0
	48	49	0	0
	50	51	0	0
	53	54	0	0
	59	60	0	0
	63	1	0	0
	60	61	0	0
	60	61	0	0
	66	1	0	0
	49	50	0	0
	62	63	0	0
	61	62	0	0
	66	1	0	0
	53	54	0	0
	57	58	0	0
	63	1	0	0
	51	52	0	0
	66	1	0	0
	52	53	0	0
	65	1	0	0
	63	1	0	0
	59	60	0	0
	54	55	0	0
	60	61	0	0
	64	1	0	0
	63	1	0	0
	60	61	0	0
	60	61	0	0
	48	49	0	0
	50	51	0	0
	51	52	0	0
	50	51	0	0
	62	63	0	0
	60	61	0	0
	58	59	0	0
	59	60	0	0
	58	59	0	0
	62	63	0	0
	53	54	0	0
	50	51	0	0
	46	47	0	0
	51	52	0	0
	48	49	0	0
	51	52	0	0
	50	51	0	0
	50	51	0	0
	61	62	0	0
	60	61	0	0
	60	61	0	0
	50	51	0	0
	5157	5058	0.000464082	4.60362e-06
	5898	5799	5.28732e-05	4.57474e-07
	5279	5180	64.6403	0.626119
	498	399	0	0
	3421	3322	0	0
	3250	3151	0	0
	2175	2076	26.6824	0.644882
	842	743	108.49	7.3263
	676	577	11.01	0.957403
	314	215	0	0
	1115	1016	0	0
	2664	2565	0	0
	2622	2523	0	0
	2577	2478	0	0
	2457	2358	0	0
	2491	2392	0	0
	2371	2272	0	0
	2297	2198	0	0
	1915	1816	0	0
	2421	2322	0	0
	219	120	0	0
	2268	2169	0	0
	2210	2111	0.569705	0.0135408
	1205	1106	21.0636	0.955565
	711	612	1874.37	153.67
	476	377	588.795	78.3622
	2269	2170	19.7069	0.455662
	2183	2084	5.80575	0.13978
	1468	1369	14.7618	0.541026
	1015	916	0	0
	922	823	0	0
	575	476	0.142729	0.0150449
	654	555	0	0
	608	509	0	0
	956	857	99269	5811.88
	1042	943	65351.6	3477.19
	1542	1443	243382	8462.65
	684	585	116942	10030
	207	108	13618.8	6327.02
	681	582	100214	8639.54
	784	685	157352	11525.6
	346	247	18040	3664.57
	297	198	12915.9	3272.99
	1378	1279	188093	7378.8
	1931	1832	6.78519	0.185832
	1812	1713	45271.8	1326.03
	525	426	31408.2	3699.28
	1141	1042	68588	3302.66
	2404	2305	0	0
	353	254	117.518	23.2142
	891	792	20268.6	1284.05
	947	848	11.7554	0.695546
	1164	1065	300.495	14.157
	1057	958	7.22134	0.378213
	941	842	11.363	0.67712
	743	644	30.3203	2.36228
	680	581	69.0915	5.96667
	966	867	13.4378	0.777662
	374	275	35.6153	6.49812
	7230	7131	0	0
	6990	6891	0	0
	6757	6658	0	0
	1636	1537	0	0
	4064	3965	0	0
	3609	3510	0	0
	353	254	117.518	23.2142
	2598	2499	0.321408	0.00645319
	2471	2372	0	0
	2392	2293	0	0
	2061	1962	0	0
	2049	1950	7.89216	0.20307
	2016	1917	0	0
	1547	1448	0	0
	1358	1259	0	0
	3542	3443	0	0
	3573	3474	0	0
	3507	3408	0	0
	3504	3405	0.000272271	4.01206e-06
	2297	2198	0	0
	1915	1816	0	0
	2421	2322	0	0
	414	315	0	0
	2269	2170	19.7069	0.455662
	2183	2084	5.80575	0.13978
	4447	4348	595.864	6.87609
	935	836	91.6808	5.50244
	443	344	6.61741	0.965191
	1281	1182	8.00245	0.339695
	653	554	0.111213	0.0100723
	1225	1126	0	0
	844	745	0	0
	576	477	0	0
	3593	3494	1	0.0143602
	427	328	0	0
	1859	1760	478.82	13.6503
	549	450	41.12	4.58484
	223	124	0	0
	607	508	0	0
	595	496	59.0597	5.97439
	1604	1505	0	0
	14877	14778	34.6331	0.117587
	1972	1873	471.676	12.6354
	2978	2879	54.9132	0.957014
	552	453	0	0
	359	260	2.25889	0.435919
	1182	1083	564.986	26.1754
	1153	1054	6.01361	0.286272
	2952	2853	0	0
	2025	1926	0	0
	2120	2021	1.5	0.0372399
	3519	3420	0	0
	1049	950	0	0
	5934	5835	9.34294	0.080339
	936	837	0	0
	3309	3210	0	0
	3598	3499	128.525	1.843
	858	759	7.36923	0.487151
	2940	2841	648.106	11.4461
	3863	3764	183.95	2.45208
	1496	1397	708.591	25.4497
	721	622	68.3595	5.51433
	788	689	52.7699	3.84282
	512	413	12.1824	1.48002
	1319	1220	0	0
	569	470	0	0
	848	749	43.209	2.89452
	2137	2038	137.878	3.3945
	961	862	0	0
	1702	1603	32.4096	1.01443
	586	487	8.3886	0.864259
	468	369	19.544	2.65749
	1177	1078	198.806	9.25327
	1686	1587	128.892	4.07504
	1740	1641	6.23906	0.190763
	816	717	0	0
	963	864	60.8463	3.53349
	965	866	32.9092	1.9067
	816	717	32.5743	2.2795
	813	714	0	0
	2471	2372	43.3402	0.91677
	904	805	5.54253	0.345458
	664	565	0	0
	1056	957	89.8754	4.71208
	473	374	35.6295	4.77994
	892	793	13.6114	0.861216
	1165	1066	80.0463	3.76763
	514	415	60.4126	7.30404
	734	635	0	0
	1193	1094	105.568	4.84169
	728	629	33.8556	2.70062
	784	685	54.711	4.00745
	4957	4858	250.396	2.58615
	517	418	11.4148	1.37018
	630	531	9.82437	0.928312
	1030	931	29.8926	1.61101
	524	425	0	0
	2661	2562	58.7301	1.15018
	725	626	9.60955	0.770216
	1052	953	7.20586	0.379382
	959	860	5.32634	0.310752
	873	774	0	0
	482	383	0	0
	517	418	0	0
	508	409	0	0
	6200	6101	0	0
	6158	6059	0	0
	2924	2825	0	0
	1718	1619	0	0
	786	687	0	0
	475	376	0	0
	552	453	0	0
	1681	1582	0	0
	2136	2037	36.3941	0.896444
	1989	1890	1.21054	0.0321367
	482	383	3.53588	0.463215
	793	694	0	0
	649	550	0	0
	555	456	3	0.330096
	5567	5468	4.17441e-07	3.83046e-09
	625	526	7.90766	0.754303
	3341	3242	0	0
	580	481	5.23316	0.545887
	729	630	1.62642	0.129531
	579	480	0.147627	0.0154315
	584	485	0	0
	488	389	0	0
	5479	5380	52.0851	0.485753
	3382	3283	252.892	3.86498
	3371	3272	1488.82	22.8304
	4457	4358	277.975	3.20039
	815	716	203.386	14.2525
	2717	2618	0	0
	889	790	26.0849	1.65671
	2147	2048	0	0
	786	687	68.5132	5.00381
	775	676	0	0
	803	704	0	0
	1433	1334	0	0
	800	701	0	0
	581	482	0	0
	626	527	0	0
	1260	1161	0	0
	787	688	0	0
	1462	1363	0	0
	846	747	0	0
	333	234	0	0
	845	746	0	0
	738	639	0	0
	1368	1269	0	0
	477	378	0	0
	754	655	0	0
	1814	1715	0	0
	929	830	0.391693	0.0236783
	4029	3930	43.036	0.549444
	1872	1773	0	0
	581	482	0	0
	544	445	0	0
	677	578	3.23391	0.280727
	557	458	1.6848	0.184573
	746	647	0	0
	564	465	2.64783	0.285707
	549	450	0	0
	904	805	0	0
	2237	2138	7.19061	0.168749
	2696	2597	16.4453	0.317727
	576	477	0	0
	586	487	0	0
	2395	2296	84.3578	1.84347
	2825	2726	0	0
	1712	1613	10.0471	0.31253
	424	325	4.38408	0.676829
	730	631	4.62795	0.367996
	927	828	0	0
	2631	2532	188.566	3.73665
	568	469	330.253	35.3311
	1005	906	364.953	20.2112
	2290	2191	39.4696	0.903865
	2616	2517	1187.52	23.6723
	2650	2551	0	0
	476	377	0	0
	1691	1592	0	0
	2412	2313	0	0
	2148	2049	0	0
	4723	4624	0	0
	5177	5078	157.727	1.55846
