"","logFC","logCPM","F","PValue","FDR","gene_symbol"
"ENSG00000000003",0.642362363123241,0.092665139220891,3.06781469757988,0.0971173678255244,0.320180164362499,"TSPAN6"
"ENSG00000000419",-0.0443074003570793,5.32683958385168,0.248125778747876,0.624513574972675,0.835391907264848,"DPM1"
"ENSG00000000457",-0.245328749808071,4.16144962904887,6.12001976606908,0.0237081743231206,0.132414814800837,"SCYL3"
"ENSG00000000460",-0.330547892838018,4.60128669107059,7.15292105279364,0.0155946752683034,0.0991815870444163,"C1orf112"
"ENSG00000000938",1.14101741410677,5.12208815607984,92.8935910109013,1.78662657312547e-08,2.03282558571532e-06,"FGR"
"ENSG00000000971",0.485671786095471,-0.37854791384348,2.38991949565965,0.13976347685689,0.396002591793213,"CFH"
"ENSG00000001036",0.145202348800344,6.68458147344168,4.32214449651858,0.0524035631697826,0.219852168881412,"FUCA2"
"ENSG00000001084",0.146146938910274,3.77097250440542,1.04188070718137,0.321096484113273,0.615407596214681,"GCLC"
"ENSG00000001167",-0.19576183330004,6.42622039857783,2.92276891703092,0.104762261203105,0.336142545469641,"NFYA"
"ENSG00000001460",-0.214702875688641,3.00769199601293,2.85267554852685,0.108711548757258,0.343425990985388,"STPG1"
"ENSG00000001461",-0.200862293584862,5.13173892151845,4.22279549233159,0.0549070680947727,0.225437446407633,"NIPAL3"
"ENSG00000001497",0.0294060818227734,6.00260129450402,0.0935446345311284,0.763276578181274,0.909742259122446,"LAS1L"
"ENSG00000001561",0.225495724459505,3.99041525304233,2.62210916760127,0.123015337626327,0.368283416075953,"ENPP4"
"ENSG00000001617",0.0693829686444127,3.51317988092741,0.206395907198413,0.655113718042122,0.854355846717189,"SEMA3F"
"ENSG00000001629",-0.139155849001553,5.06270563723375,0.826127571152198,0.375571711557163,0.664013943750231,"ANKIB1"
"ENSG00000001630",-0.308324024609172,7.91814276177164,6.59415880815386,0.0195037207600613,0.115870655975301,"CYP51A1"
"ENSG00000001631",-0.201406031275121,5.59885232516105,8.98296106676028,0.00782130959006326,0.0617633357599036,"KRIT1"
"ENSG00000002016",-0.214175001617037,2.74005346706761,0.906382818583891,0.353861820103133,0.644365468924364,"RAD52"
"ENSG00000002330",0.183679632634618,4.0377782626835,3.25436996942025,0.0882322055697457,0.301665903979679,"BAD"
"ENSG00000002549",0.295237504502027,6.05421249058302,8.68005535088076,0.00873165446844408,0.0668570140383895,"LAP3"
"ENSG00000002586",-0.211922508074747,7.19049434104874,7.78708519618135,0.0121922384138331,0.0835051135232968,"CD99"
"ENSG00000002726",0.548467721789788,5.77470680142347,8.65853155472801,0.0088007509821081,0.0671080422256748,"AOC1"
"ENSG00000002746",-0.883776774960703,-0.570751581702941,1.06460992707751,0.31602154251371,0.611298876044791,"HECW1"
"ENSG00000002822",-0.510896246945624,5.35430941037412,17.7382644501744,0.000538960502899782,0.00827167348094495,"MAD1L1"
"ENSG00000002834",0.201280825603057,7.95720380817986,10.1009418111779,0.00527574560455847,0.0462494971675129,"LASP1"
"ENSG00000002919",-0.0441402493679603,5.15791775188814,0.205484607686018,0.655822675422001,0.854355846717189,"SNX11"
"ENSG00000002933",0.839191648197118,2.06239571510636,18.1483999668743,0.000484408248232316,0.00763944851276102,"TMEM176A"
"ENSG00000003056",0.116173754497397,7.14089666081908,1.87713717514575,0.187742589635362,0.467785136202212,"M6PR"
"ENSG00000003096",-0.161121041591031,1.51955833651661,0.405148162319432,0.532566013254237,0.778778395190381,"KLHL13"
"ENSG00000003137",4.12514477913481,1.16493021600329,94.6312498264144,1.55384204551456e-08,1.80473419253421e-06,"CYP26B1"
"ENSG00000003147",-0.343867194863499,4.17678164973034,4.36197283717147,0.0514371288594381,0.217181635134242,"ICA1"
"ENSG00000003249",-0.646152576329211,2.14813252853405,14.392418109247,0.00135822186783273,0.0170563706050819,"DBNDD1"
"ENSG00000003393",0.00964651758251329,4.6570569292074,0.00980281617640498,0.922240625625537,0.975026479120066,"ALS2"
"ENSG00000003400",-0.0968200216683956,4.59148605928093,0.818180543267798,0.377826870541618,0.665733446407094,"CASP10"
"ENSG00000003402",0.4831220165314,7.28875177339515,25.7583648904048,8.22796715915793e-05,0.00194140525637475,"CFLAR"
"ENSG00000003436",0.101612346027926,1.71617908551463,0.101021375154865,0.754316288522894,0.905829782957371,"TFPI"
"ENSG00000003509",-0.0469096898156847,3.83980394624748,0.183291798264535,0.673709394797134,0.864633301649671,"NDUFAF7"
"ENSG00000003756",-0.0817017075225053,7.49087875706821,0.585996336525833,0.454031237232888,0.725920943734804,"RBM5"
"ENSG00000003987",1.31168474917986,2.60321761964494,39.0955524891086,7.19085507705738e-06,0.000272250283161343,"MTMR7"
"ENSG00000003989",2.37564791681327,2.71195392943515,87.9337912077748,2.69480830771693e-08,2.73661561417309e-06,"SLC7A2"
"ENSG00000004059",-0.0679112973538755,6.09576618125838,0.764010073575608,0.393749770960418,0.678532235549267,"ARF5"
"ENSG00000004139",0.0506255376185685,1.9786414788453,0.0388164001013916,0.846051324969587,0.945072598007662,"SARM1"
"ENSG00000004142",0.104400882188065,5.90311961175956,2.14666443331407,0.160369888509657,0.428960001552449,"POLDIP2"
"ENSG00000004399",-0.101561415624285,7.74897443931192,1.74670609758515,0.203074250416242,0.487379181191436,"PLXND1"
"ENSG00000004455",-0.0715876762486159,8.47646874781864,0.786718110524041,0.386955162773838,0.672430413337411,"AK2"
"ENSG00000004468",2.39141678577822,5.15305568878973,146.980774315203,5.08556159413651e-10,1.03289181835303e-07,"CD38"
"ENSG00000004478",-0.0193094656521843,4.66434598477929,0.01317971950467,0.909890053860208,0.97034927090429,"FKBP4"
"ENSG00000004487",-0.000432724640914092,6.78114592152319,5.1927873583971e-05,0.99433079039768,0.998193910642872,"KDM1A"
